source,query_id,passage_num,doc_idx,is_gt_doc,doc_type,logprob_degradation,fact_degradation,layer_0_drift,layer_16_drift,layer_32_drift,is_causally_important,baseline_fact_score,baseline_correct,baseline_logprob,is_positive_doc,category
sweep,8,5.0,3,False,counter-factual,-0.3125,0,0.0,0.5792878895322773,6.534720154660058,False,0,False,-4.3125,,neutral
sweep,8,5.0,4,False,counter-factual,-19.3125,0,0.0,1.5688426443912558,14.280011621237357,True,0,False,-4.3125,,confidence-only
sweep,9,5.0,0,False,counter-factual,0.5859375,0,0.0,1.86811436511172,16.613052562895064,False,0,False,-0.99609375,,neutral
sweep,9,5.0,1,False,counter-factual,0.1484375,0,0.0,0.6030649888397366,9.405189848398232,False,0,False,-0.99609375,,neutral
sweep,9,5.0,2,True,ground-truth,-4.19140625,0,0.0,0.6915451542260137,11.269236948553871,True,0,False,-0.99609375,,confidence-only
sweep,9,5.0,3,False,counter-factual,-0.92578125,-1,0.0,2.17530530281213,20.09088464761556,True,0,False,-0.99609375,,factuality-weak
sweep,0,7.0,0,False,counter-factual,-10.25,0,0.0,0.912254945178211,8.94880776756045,True,0,False,-28.0,,confidence-only
sweep,0,7.0,1,False,counter-factual,-18.0,0,0.0,0.8904745440827595,9.998470758776683,True,0,False,-28.0,,confidence-only
sweep,0,7.0,2,False,counter-factual,-22.25,0,0.0,0.8566951310936827,11.199872086507222,True,0,False,-28.0,,confidence-only
sweep,0,7.0,3,False,counter-factual,0.375,0,0.0,0.3098671330163146,4.283823101533421,False,0,False,-28.0,,neutral
sweep,0,7.0,4,True,ground-truth,-0.625,0,0.0,0.6018783623903704,6.564825900926762,False,0,False,-28.0,,neutral
sweep,0,7.0,5,False,counter-factual,1.0,0,0.0,0.605199974194529,6.388666246959049,False,0,False,-28.0,,neutral
sweep,1,7.0,0,False,counter-factual,-0.1875,0,0.0,1.1887502381197577,11.91881000226669,False,0,False,-8.0,,neutral
sweep,1,7.0,1,False,counter-factual,-12.0,-1,0.0,1.442496795856356,13.17651997253347,True,0,False,-8.0,,factuality-disrupting
sweep,1,7.0,2,False,counter-factual,-1.5,0,0.0,0.6790671053890741,10.522073419758884,False,0,False,-8.0,,neutral
sweep,1,7.0,3,False,counter-factual,-0.75,0,0.0,0.7256884196358454,8.861481767780532,False,0,False,-8.0,,neutral
sweep,1,7.0,4,False,counter-factual,0.03125,-1,0.0,0.697133453646061,10.460319108904407,True,0,False,-8.0,,factuality-weak
sweep,1,7.0,5,True,ground-truth,-0.125,0,0.0,0.4859515274407893,7.679970073100187,False,0,False,-8.0,,neutral
sweep,1,7.0,6,False,counter-factual,-3.0,-1,0.0,0.8246883503228912,8.458159947599475,True,0,False,-8.0,,factuality-disrupting
sweep,2,7.0,0,False,counter-factual,-2.1953125,0,0.0,2.578818193493272,24.59289341725909,True,0,False,-0.4453125,,confidence-only
sweep,2,7.0,1,False,counter-factual,-0.0546875,0,0.0,1.3197522701100364,13.3892068404313,False,0,False,-0.4453125,,neutral
sweep,2,7.0,2,True,ground-truth,-0.1953125,0,0.0,1.7442130830237634,13.722920444152209,False,0,False,-0.4453125,,neutral
sweep,3,7.0,0,False,counter-factual,-0.328125,0,0.0,1.430176812175554,9.470151246278574,False,0,False,-3.28125,,neutral
sweep,3,7.0,1,False,counter-factual,-0.09375,0,0.0,0.7268342411637887,7.055605242557009,False,0,False,-3.28125,,neutral
sweep,3,7.0,2,False,counter-factual,0.046875,0,0.0,0.9245881087368842,10.503484253343736,False,0,False,-3.28125,,neutral
sweep,3,7.0,3,False,counter-factual,-1.0,0,0.0,0.8479982874127061,8.723491429681793,False,0,False,-3.28125,,neutral
sweep,3,7.0,4,False,counter-factual,-0.265625,0,0.0,0.6029107785505984,6.106761384326993,False,0,False,-3.28125,,neutral
sweep,3,7.0,5,True,ground-truth,-0.171875,0,0.0,0.4799203713355546,7.205220301525213,False,0,False,-3.28125,,neutral
sweep,3,7.0,6,False,counter-factual,-0.328125,0,0.0,0.7008961440487474,9.14125134154173,False,0,False,-3.28125,,neutral
sweep,4,7.0,0,False,counter-factual,-4.1875,1,0.0,1.4982917916445255,11.855086300861172,True,1,True,-10.6875,,factuality-critical
sweep,4,7.0,1,False,counter-factual,-28.5625,0,0.0,1.1354904624605044,12.653162355280507,True,1,True,-10.6875,,confidence-only
sweep,4,7.0,2,True,ground-truth,-27.3125,1,0.0,1.1804045995983172,13.138624939590926,True,1,True,-10.6875,,factuality-critical
sweep,4,7.0,3,False,counter-factual,-34.0625,0,0.0,1.6445268709815617,15.793290032585425,True,1,True,-10.6875,,confidence-only
sweep,5,7.0,0,False,counter-factual,0.17578125,0,0.0,1.2699493919533869,9.496328191393069,False,0,False,-1.015625,,neutral
sweep,5,7.0,1,False,counter-factual,0.0234375,0,0.0,1.2461855166937128,8.76013412157628,False,0,False,-1.015625,,neutral
sweep,5,7.0,2,False,counter-factual,0.16015625,0,0.0,0.5038199938446318,5.306282439246413,False,0,False,-1.015625,,neutral
sweep,5,7.0,3,False,counter-factual,0.32421875,0,0.0,1.2428092570921854,9.050670771213936,False,0,False,-1.015625,,neutral
sweep,5,7.0,4,False,counter-factual,-0.09375,-1,0.0,1.2448482412031656,8.33011570550463,True,0,False,-1.015625,,factuality-weak
sweep,5,7.0,5,True,ground-truth,-0.203125,0,0.0,1.2423930613029073,7.949476975144291,False,0,False,-1.015625,,neutral
sweep,5,7.0,6,False,counter-factual,-0.0234375,-1,0.0,0.48566103886982,6.240201817941391,True,0,False,-1.015625,,factuality-weak
sweep,6,7.0,0,False,counter-factual,-9.9375,0,0.0,1.0773904006891708,10.14933040766548,True,1,True,-8.9375,,confidence-only
sweep,6,7.0,1,False,counter-factual,-2.125,1,0.0,0.5764809596105365,6.340683842454995,True,1,True,-8.9375,,factuality-critical
sweep,6,7.0,2,True,ground-truth,-31.8125,1,0.0,2.0356136473934403,22.872938531052267,True,1,True,-8.9375,,factuality-critical
sweep,7,7.0,0,False,counter-factual,-0.21875,0,0.0,1.142532309726703,9.105437464636395,False,0,False,-4.15625,,neutral
sweep,7,7.0,1,False,counter-factual,0.859375,0,0.0,0.8668056495764271,9.77155967110652,False,0,False,-4.15625,,neutral
sweep,7,7.0,2,False,counter-factual,-18.84375,0,0.0,1.1567666967834818,14.813923903240886,True,0,False,-4.15625,,confidence-only
sweep,7,7.0,3,False,counter-factual,-1.71875,-1,0.0,0.539993984965915,5.879001460018046,True,0,False,-4.15625,,factuality-weak
sweep,7,7.0,4,False,counter-factual,0.625,-1,0.0,0.8336599421295432,10.115068783420012,True,0,False,-4.15625,,factuality-weak
sweep,7,7.0,5,True,ground-truth,0.25,0,0.0,0.7007698947155021,7.571178551208503,False,0,False,-4.15625,,neutral
sweep,7,7.0,6,False,counter-factual,1.34375,0,0.0,0.8471779098841106,9.167867494970643,False,0,False,-4.15625,,neutral
sweep,8,7.0,0,False,counter-factual,0.25,0,0.0,1.2417957812499445,15.190276478300296,False,0,False,-7.0,,neutral
sweep,8,7.0,1,False,counter-factual,-0.28125,0,0.0,0.7963779040364171,9.71463838880613,False,0,False,-7.0,,neutral
sweep,8,7.0,2,False,counter-factual,0.0,0,0.0,0.3618106438236309,5.459541157599691,False,0,False,-7.0,,neutral
sweep,8,7.0,3,False,counter-factual,-0.375,0,0.0,0.3367241473947602,5.221160038925913,False,0,False,-7.0,,neutral
sweep,8,7.0,4,False,counter-factual,-0.5,0,0.0,0.434395105948797,5.467308018512752,False,0,False,-7.0,,neutral
sweep,8,7.0,5,True,ground-truth,-0.78125,0,0.0,0.4217838429674104,5.298990054818818,False,0,False,-7.0,,neutral
sweep,8,7.0,6,False,counter-factual,-3.3125,0,0.0,0.735838020102912,8.76454818750012,True,0,False,-7.0,,confidence-only
sweep,9,7.0,0,False,counter-factual,-17.03125,0,0.0,2.2542930710602445,25.726150419097277,True,0,False,-7.09375,,confidence-only
sweep,9,7.0,1,False,counter-factual,0.0625,0,0.0,0.6707476018557611,10.115503843848906,False,0,False,-7.09375,,neutral
sweep,9,7.0,2,True,ground-truth,0.375,0,0.0,0.6590076617280939,10.483867793517716,False,0,False,-7.09375,,neutral
sweep,9,7.0,3,False,counter-factual,-8.84375,-1,0.0,1.6950679537424806,15.6296930245322,True,0,False,-7.09375,,factuality-disrupting
sweep,0,10.0,0,False,counter-factual,-0.40625,0,0.0,0.7547403083522387,9.290359892287492,False,0,False,-1.5703125,,neutral
sweep,0,10.0,1,False,counter-factual,-0.8984375,0,0.0,1.451743409793806,10.993620718934093,False,0,False,-1.5703125,,neutral
sweep,0,10.0,2,False,counter-factual,0.25,-1,0.0,1.4205872005121212,9.42845165122647,True,0,False,-1.5703125,,factuality-weak
sweep,0,10.0,3,False,counter-factual,-0.3671875,0,0.0,0.502880641602642,6.484385851713831,False,0,False,-1.5703125,,neutral
sweep,0,10.0,4,True,ground-truth,0.203125,0,0.0,1.385511125448801,8.992270639426591,False,0,False,-1.5703125,,neutral
sweep,0,10.0,5,False,counter-factual,-0.5390625,0,0.0,1.4033253748496122,9.746479236363182,False,0,False,-1.5703125,,neutral
sweep,1,10.0,0,False,counter-factual,-10.0,1,0.0,0.8209948895769129,13.748931952035411,True,1,True,-13.0,,factuality-critical
sweep,1,10.0,1,False,counter-factual,-2.375,0,0.0,0.4899276224627539,8.793872099982202,True,1,True,-13.0,,confidence-only
sweep,1,10.0,2,False,counter-factual,0.0,1,0.0,0.4522019382147195,8.971897662860512,True,1,True,-13.0,,fact-only
sweep,1,10.0,3,False,counter-factual,-0.625,0,0.0,0.483915704066153,8.711753291196155,False,1,True,-13.0,,neutral
sweep,1,10.0,4,False,counter-factual,0.5,1,0.0,0.2578644824935848,6.354278374805872,True,1,True,-13.0,,fact-only
sweep,1,10.0,5,False,counter-factual,-2.75,0,0.0,0.4670803124614978,9.959899779657912,True,1,True,-13.0,,confidence-only
sweep,1,10.0,6,False,counter-factual,0.375,1,0.0,0.1996842904262668,3.046756071973513,True,1,True,-13.0,,fact-only
sweep,1,10.0,7,False,counter-factual,-0.3125,1,0.0,0.4494644783606156,12.830817409757188,True,1,True,-13.0,,fact-only
sweep,1,10.0,8,True,ground-truth,-1.0625,1,0.0,0.3683725338897383,6.975252900975866,True,1,True,-13.0,,fact-only
sweep,1,10.0,9,False,counter-factual,0.1875,0,0.0,0.5221418343379082,7.896343842985147,False,1,True,-13.0,,neutral
sweep,2,10.0,0,False,counter-factual,-2.1953125,0,0.0,2.578818193493272,24.59289341725909,True,0,False,-0.4453125,,confidence-only
sweep,2,10.0,1,False,counter-factual,-0.0546875,0,0.0,1.3197522701100364,13.3892068404313,False,0,False,-0.4453125,,neutral
sweep,2,10.0,2,True,ground-truth,-0.1953125,0,0.0,1.7442130830237634,13.722920444152209,False,0,False,-0.4453125,,neutral
sweep,3,10.0,0,False,counter-factual,-0.28125,0,0.0,0.9736271287102884,8.808832454542156,False,0,False,-3.125,,neutral
sweep,3,10.0,1,False,counter-factual,-0.046875,0,0.0,0.6189614785552819,6.845855681781946,False,0,False,-3.125,,neutral
sweep,3,10.0,2,False,counter-factual,0.328125,0,0.0,0.6583423862032138,7.034496571635094,False,0,False,-3.125,,neutral
sweep,3,10.0,3,False,counter-factual,0.03125,0,0.0,0.5488497148607753,5.358076803236321,False,0,False,-3.125,,neutral
sweep,3,10.0,4,False,counter-factual,-0.0625,0,0.0,0.3349403529092492,4.626109807340609,False,0,False,-3.125,,neutral
sweep,3,10.0,5,False,counter-factual,-0.203125,0,0.0,0.3145773323912382,4.11230482605231,False,0,False,-3.125,,neutral
sweep,3,10.0,6,False,counter-factual,-0.5625,0,0.0,0.7626198230407568,7.583648305467435,False,0,False,-3.125,,neutral
sweep,3,10.0,7,True,ground-truth,-0.125,0,0.0,0.3352405391817045,5.327148112278901,False,0,False,-3.125,,neutral
sweep,3,10.0,8,False,counter-factual,-0.1875,0,0.0,0.7367890810174976,8.345504440643953,False,0,False,-3.125,,neutral
sweep,3,10.0,9,False,counter-factual,-0.015625,0,0.0,0.4935607350211387,5.556971132107612,False,0,False,-3.125,,neutral
sweep,4,10.0,0,False,counter-factual,-5.875,0,0.0,1.5872400756161664,15.34371502648415,True,1,True,-19.5,,confidence-only
sweep,4,10.0,1,False,counter-factual,-1.875,0,0.0,1.1049744852355998,9.326136520569635,False,1,True,-19.5,,neutral
sweep,4,10.0,2,True,ground-truth,-21.75,1,0.0,1.257664116808837,12.595564409880776,True,1,True,-19.5,,factuality-critical
sweep,4,10.0,3,False,counter-factual,-11.125,0,0.0,1.304102705785648,13.431817827505563,True,1,True,-19.5,,confidence-only
sweep,5,10.0,0,False,counter-factual,-0.19921875,-1,0.0,1.2947748777910733,9.00285147037632,True,0,False,-0.94140625,,factuality-weak
sweep,5,10.0,1,False,counter-factual,0.19140625,0,0.0,0.4797751365441416,5.1885566545568125,False,0,False,-0.94140625,,neutral
sweep,5,10.0,2,False,counter-factual,0.2421875,0,0.0,0.466958749794333,4.820769290799802,False,0,False,-0.94140625,,neutral
sweep,5,10.0,3,False,counter-factual,-0.30078125,-1,0.0,1.2489227520538098,8.266728994866428,True,0,False,-0.94140625,,factuality-weak
sweep,5,10.0,4,False,counter-factual,0.00390625,0,0.0,1.2240579138609604,8.080056195722955,False,0,False,-0.94140625,,neutral
sweep,5,10.0,5,False,counter-factual,0.1484375,0,0.0,1.253816480005317,8.28443277769878,False,0,False,-0.94140625,,neutral
sweep,5,10.0,6,False,counter-factual,0.0078125,-1,0.0,1.2370024389795609,7.786491349593675,True,0,False,-0.94140625,,factuality-weak
sweep,5,10.0,7,True,ground-truth,-0.64453125,0,0.0,1.2180620015700103,7.666918028372217,False,0,False,-0.94140625,,neutral
sweep,5,10.0,8,False,counter-factual,-0.33984375,0,0.0,1.2564324810681258,8.143928153465401,False,0,False,-0.94140625,,neutral
sweep,5,10.0,9,False,counter-factual,-0.52734375,-1,0.0,1.265202367004551,8.45908688139969,True,0,False,-0.94140625,,factuality-weak
sweep,6,10.0,0,False,counter-factual,-8.375,0,0.0,1.0969946550998757,10.444636509290198,True,1,True,-7.625,,confidence-only
sweep,6,10.0,1,False,counter-factual,-2.1875,0,0.0,0.6048987658177695,6.853171195985165,True,1,True,-7.625,,confidence-only
sweep,6,10.0,2,True,ground-truth,-29.875,1,0.0,2.1862682996120317,24.34435834600796,True,1,True,-7.625,,factuality-critical
sweep,7,10.0,0,False,counter-factual,-0.875,0,0.0,1.030806639745157,12.98616818534571,False,0,False,-4.4375,,neutral
sweep,7,10.0,1,False,counter-factual,-0.40625,0,0.0,0.6879769105103161,6.613218668691193,False,0,False,-4.4375,,neutral
sweep,7,10.0,2,False,counter-factual,-1.0,0,0.0,0.6257671922251463,7.0595866092722686,False,0,False,-4.4375,,neutral
sweep,7,10.0,3,False,counter-factual,0.0,0,0.0,0.6305234081772265,7.696742331944637,False,0,False,-4.4375,,neutral
sweep,7,10.0,4,False,counter-factual,0.640625,0,0.0,0.8884333715230737,10.372429601031676,False,0,False,-4.4375,,neutral
sweep,7,10.0,5,False,counter-factual,-0.9375,0,0.0,0.6979141130138519,7.38880354457052,False,0,False,-4.4375,,neutral
sweep,7,10.0,6,False,counter-factual,-0.25,0,0.0,0.3510556711222205,3.43538219936392,False,0,False,-4.4375,,neutral
sweep,7,10.0,7,False,counter-factual,-0.25,0,0.0,0.4700168774136147,5.300153075995977,False,0,False,-4.4375,,neutral
sweep,7,10.0,8,True,ground-truth,0.21875,0,0.0,0.4722907993929469,4.862796834182357,False,0,False,-4.4375,,neutral
sweep,7,10.0,9,False,counter-factual,-0.75,0,0.0,0.6240845529050032,6.596268672933972,False,0,False,-4.4375,,neutral
sweep,8,10.0,0,False,counter-factual,-4.1875,0,0.0,1.163936934873709,11.465020607566789,True,0,False,-8.25,,confidence-only
sweep,8,10.0,1,False,counter-factual,-1.6875,0,0.0,0.4923486094748855,5.951835273339999,False,0,False,-8.25,,neutral
sweep,8,10.0,2,False,counter-factual,-0.875,0,0.0,0.4222618895991785,5.893797697718678,False,0,False,-8.25,,neutral
sweep,8,10.0,3,False,counter-factual,-1.0,0,0.0,0.3813219968682268,4.869568717490275,False,0,False,-8.25,,neutral
sweep,8,10.0,4,False,counter-factual,-2.0625,0,0.0,0.6202928755373519,8.046590069801965,True,0,False,-8.25,,confidence-only
sweep,8,10.0,5,False,counter-factual,-1.0,0,0.0,0.8245565567377311,8.174406205824386,False,0,False,-8.25,,neutral
sweep,8,10.0,6,False,counter-factual,-0.625,0,0.0,0.4014239533108144,4.3609242851389975,False,0,False,-8.25,,neutral
sweep,8,10.0,7,True,ground-truth,-0.9375,0,0.0,0.3918865937114141,4.30164725969428,False,0,False,-8.25,,neutral
sweep,8,10.0,8,False,counter-factual,-0.3125,0,0.0,0.3988658989296209,4.579168557271945,False,0,False,-8.25,,neutral
sweep,9,10.0,0,False,counter-factual,0.5859375,0,0.0,1.86811436511172,16.613052562895064,False,0,False,-0.99609375,,neutral
sweep,9,10.0,1,False,counter-factual,0.1484375,0,0.0,0.6030649888397366,9.405189848398232,False,0,False,-0.99609375,,neutral
sweep,9,10.0,2,True,ground-truth,-4.19140625,0,0.0,0.6915451542260137,11.269236948553871,True,0,False,-0.99609375,,confidence-only
sweep,9,10.0,3,False,counter-factual,-0.92578125,-1,0.0,2.17530530281213,20.09088464761556,True,0,False,-0.99609375,,factuality-weak
en_refine,0,,0,,unknown,-1.0,0,0.0,0.4993274432154337,5.442007526022852,False,1,True,-4.53125,,neutral
en_refine,0,,1,,unknown,0.0,0,0.0,0.3673241383989569,3.917832695083935,False,1,True,-4.53125,,neutral
en_refine,0,,2,,unknown,-0.125,0,0.0,0.296142057674978,3.9059623581686505,False,1,True,-4.53125,,neutral
en_refine,0,,3,,unknown,0.0,0,0.0,0.3529446473280948,3.334972242833339,False,1,True,-4.53125,,neutral
en_refine,0,,4,,unknown,0.0,0,0.0,0.3529446473280948,3.334972242833339,False,1,True,-4.53125,,neutral
en_refine,0,,5,,unknown,0.28125,0,0.0,0.289601759632636,3.294047595981394,False,1,True,-4.53125,,neutral
en_refine,0,,6,,unknown,0.0625,0,0.0,0.296599013468382,3.3194990555105983,False,1,True,-4.53125,,neutral
en_refine,0,,7,,unknown,0.609375,0,0.0,0.3503893681649307,3.6446103819737625,False,1,True,-4.53125,,neutral
en_refine,0,,8,,unknown,-0.09375,0,0.0,0.1686532059964428,1.8191841513844729,False,1,True,-4.53125,,neutral
en_refine,0,,9,,unknown,-0.1875,0,0.0,0.398419068980515,3.810083259148693,False,1,True,-4.53125,,neutral
